#,Name,Team,W,L,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
1,Spencer Strider,ATL,15,6,3.39,30,30,0,0,178.2,717,134,73,67,20,59,1,7,251
2,Zack Wheeler,PHI,13,8,3.52,30,30,0,0,186.2,759,164,79,73,21,44,1,8,194
3,Logan Webb,SFG,12,10,3.42,30,30,0,0,193,791,183,80,73,16,41,1,7,172
4,Kevin Gausman,TOR,12,9,3.44,30,30,0,0,181.1,739,161,75,69,22,48,1,4,211
5,Aaron Nola,PHI,12,9,3.89,30,30,0,0,186,755,169,87,80,26,41,1,6,195
6,Pablo López,MIN,12,8,3.52,30,30,0,0,184.2,754,162,78,72,21,49,1,9,204
7,Gerrit Cole,NYY,14,8,3.51,31,31,0,0,195,784,164,83,76,27,49,1,6,218
8,George Kirby,SEA,12,9,3.57,30,30,0,0,181.1,730,171,78,72,22,27,1,7,171
9,Tarik Skubal,DET,10,9,3.44,28,28,0,0,154.2,626,132,64,59,17,41,1,5,177
10,Zach Eflin,TBR,12,8,3.63,28,28,0,0,165.1,668,154,73,67,20,29,2,6,161
11,Framber Valdez,HOU,14,8,3.4,29,29,0,0,186.2,776,164,77,70,16,61,1,10,186
12,Corbin Burnes,BAL,12,8,3.53,30,30,0,0,188,768,157,80,74,21,57,1,9,202
13,Zac Gallen,ARI,13,9,3.66,30,30,0,0,188,769,166,83,76,22,51,1,8,193
14,Yoshinobu Yamamoto,LAD,12,8,3.71,27,27,0,0,167.2,682,145,75,69,20,45,2,6,178
15,Max Fried,ATL,13,7,3.4,28,28,0,0,163.2,673,152,67,62,17,40,1,5,157
16,Luis Castillo,SEA,13,9,3.54,30,30,0,0,188.1,770,160,80,74,23,57,1,7,200
17,Freddy Peralta,MIL,11,9,3.7,28,28,0,0,161.2,660,129,72,66,21,56,1,7,194
18,Justin Steele,CHC,11,8,3.67,29,29,0,0,170.2,712,160,76,70,18,50,1,7,166
19,Jesús Luzardo,MIA,11,9,3.78,29,29,0,0,168,697,148,77,70,22,55,1,6,191
20,Sonny Gray,STL,10,8,3.64,28,28,0,0,163,680,147,72,66,16,53,1,7,155
21,Tyler Glasnow,LAD,12,6,3.5,24,24,0,0,138.1,558,110,58,54,18,43,0,3,175
22,Blake Snell,,11,8,3.49,28,28,0,0,159.1,668,124,67,62,18,78,1,4,202
23,Logan Gilbert,SEA,12,9,3.82,31,31,0,0,184,749,168,85,78,26,42,2,6,183
24,Mitch Keller,PIT,10,10,4.16,30,30,0,0,180.2,769,173,91,84,21,61,1,10,174
25,Jordan Montgomery,,10,8,3.86,28,28,0,0,168.2,701,161,79,72,21,46,1,5,153
26,Shane Bieber,CLE,10,8,3.79,26,26,0,0,166,684,156,76,70,20,43,0,5,157
27,Bobby Miller,LAD,12,7,3.83,26,26,0,0,152,623,133,70,65,18,42,1,7,149
28,Grayson Rodriguez,BAL,11,8,3.74,28,28,0,0,158.2,655,136,72,66,19,53,1,5,171
29,Dylan Cease,CHW,10,9,4.01,30,30,0,0,173.2,736,150,84,77,23,75,2,7,201
30,Tanner Bibee,CLE,11,8,3.76,28,28,0,0,164.1,682,148,75,69,21,50,1,6,168
31,Cole Ragans,KCR,10,9,3.88,27,27,0,0,159,670,138,75,69,18,66,2,5,171
32,Joe Musgrove,SDP,10,7,3.6,26,26,0,0,156.2,645,140,68,63,20,39,2,11,156
33,Kodai Senga,NYM,10,7,3.69,24,24,0,0,144.1,606,118,64,59,17,63,1,5,167
34,Eduardo Rodriguez,ARI,12,9,3.92,28,28,0,0,162.2,684,154,77,71,19,53,1,5,154
35,Braxton Garrett,MIA,9,9,3.86,28,28,0,0,155.2,653,152,72,67,19,40,2,9,152
36,Joe Ryan,MIN,11,9,4,28,28,0,0,163,665,143,79,72,26,42,1,7,181
37,Michael King,SDP,9,7,3.59,32,23,0,1,135.2,563,118,59,54,16,46,2,6,149
38,Chris Bassitt,TOR,12,10,4.01,29,29,0,0,180,753,167,87,80,25,53,1,11,162
39,Carlos Rodón,NYY,10,8,4.08,25,25,0,0,138,571,117,68,63,19,47,1,6,157
40,Merrill Kelly,ARI,11,10,3.99,29,29,0,0,179,751,165,86,79,23,61,2,5,170
41,Chris Sale,ATL,8,6,3.87,23,23,0,0,124,512,108,58,53,17,36,1,9,147
42,Hunter Greene,CIN,9,9,4.19,27,27,0,0,149,626,128,75,69,25,57,1,9,187
43,José Berríos,TOR,11,10,4.16,29,29,0,0,174,728,166,87,80,25,48,1,9,163
44,Ranger Suárez,PHI,9,8,4.01,27,27,0,0,149.2,639,145,73,67,16,55,1,5,132
45,Justin Verlander,HOU,11,8,3.94,25,25,0,0,150,620,137,71,66,21,42,0,6,139
46,Yu Darvish,SDP,9,8,4.1,24,24,0,0,144.1,595,130,71,66,21,40,1,8,145
47,Aaron Civale,TBR,9,8,4.04,25,25,0,0,142,587,132,69,64,20,37,1,7,133
48,Hunter Brown,HOU,11,8,3.99,30,27,0,0,150.2,635,136,73,67,18,56,1,6,162
49,Eury Pérez,MIA,8,8,3.88,25,25,0,0,134,551,113,63,58,20,44,1,5,152
50,Brayan Bello,BOS,11,10,4.29,28,28,0,0,159.2,685,163,83,76,19,53,1,6,139
51,Reid Detmers,LAA,8,9,4.27,27,27,0,0,150.2,640,137,78,71,21,57,2,9,161
52,Shota Imanaga,CHC,9,7,3.87,25,25,0,0,144.2,601,134,68,62,21,41,2,6,146
53,Bailey Ober,MIN,9,8,4.07,27,27,0,0,153,628,144,75,69,24,35,1,6,149
54,Marcus Stroman,NYY,10,9,3.99,27,27,0,0,151.1,638,145,73,67,17,49,1,5,128
55,Nathan Eovaldi,TEX,9,7,4.06,25,25,0,0,149,624,142,73,67,20,44,1,6,138
56,Andrew Abbott,CIN,8,7,4.31,24,24,0,0,131.2,559,122,68,63,21,51,1,4,143
57,Patrick Sandoval,LAA,8,10,4.08,26,26,0,0,149,644,142,73,67,16,65,1,5,138
58,Nick Pivetta,BOS,10,10,4.26,30,26,0,0,157.1,660,137,81,74,24,57,1,6,180
59,Sean Manaea,NYM,8,8,4.23,30,22,0,1,137.2,578,128,70,65,20,44,1,6,142
60,Lucas Giolito,BOS,10,10,4.6,29,29,0,0,168.1,718,160,93,86,27,63,1,6,176
61,Nestor Cortes,NYY,8,6,3.97,26,23,0,0,129,528,113,62,57,20,37,0,4,131
62,Cristopher Sánchez,PHI,8,7,4.12,30,23,0,0,135.2,570,130,67,62,17,41,2,6,119
63,Jon Gray,TEX,9,9,4.3,27,27,0,0,155.1,658,147,81,74,23,53,1,8,149
64,DL Hall,MIL,6,5,3.89,36,15,1,4,101,426,85,47,44,12,45,1,3,123
65,Charlie Morton,ATL,11,8,4.15,26,26,0,0,149.2,645,135,75,69,19,64,1,11,163
66,Brady Singer,KCR,8,10,4.5,28,28,0,0,161,692,167,88,81,20,49,1,9,136
67,Kenta Maeda,DET,8,8,4.21,28,24,0,0,129.2,538,120,66,61,19,37,1,5,134
68,Yusei Kikuchi,TOR,9,8,4.18,28,28,0,0,148,625,136,75,69,23,54,1,6,157
69,Griffin Canning,LAA,8,8,4.16,25,25,0,0,139.1,583,129,70,64,22,44,2,6,148
70,Jose Quintana,NYM,8,8,4.17,26,26,0,0,149.1,639,150,75,69,18,52,1,4,125
71,Kyle Gibson,STL,10,10,4.48,29,29,0,0,170.1,730,174,92,85,22,55,1,8,136
72,Miles Mikolas,STL,9,10,4.46,28,28,0,0,171.2,722,180,92,85,25,37,1,7,120
73,Bryan Woo,SEA,7,8,3.94,31,25,0,0,133.2,555,116,64,58,18,43,2,8,143
74,Seth Lugo,KCR,8,8,4.33,26,26,0,0,143,605,145,75,69,20,41,1,5,125
75,Lance Lynn,STL,9,10,4.49,27,27,0,0,160,676,155,87,80,26,49,1,8,151
76,Walker Buehler,LAD,9,6,3.92,21,21,0,0,121,501,112,57,53,16,33,1,5,113
77,Chris Paddack,MIN,7,6,4.41,26,20,0,0,114.1,479,116,61,56,16,28,1,3,104
78,Triston McKenzie,CLE,8,9,4.13,25,25,0,0,141.1,585,123,70,65,22,48,0,4,141
79,Frankie Montas,CIN,8,8,4.41,22,22,0,0,125,528,121,66,61,19,40,1,4,122
80,Taj Bradley,TBR,8,7,4.17,37,22,0,0,129,539,118,65,60,20,44,1,4,136
81,Dane Dunning,TEX,9,9,4.38,29,27,0,0,156.2,677,159,83,76,21,55,1,9,133
82,Clarke Schmidt,NYY,8,8,4.38,27,27,0,0,142.1,606,140,75,69,21,45,2,8,128
83,Kutter Crawford,BOS,8,8,4.5,32,25,0,0,134.2,566,130,73,67,21,41,2,5,132
84,Kyle Harrison,SFG,6,6,4.08,26,26,0,0,134.1,572,114,66,61,18,59,1,9,149
85,Nick Lodolo,CIN,6,6,4.15,26,20,0,0,112,478,103,56,52,17,38,2,12,133
86,Taijuan Walker,PHI,10,9,4.6,28,28,0,0,158.1,678,155,88,81,22,57,1,7,124
87,Graham Ashcraft,CIN,7,9,4.75,25,25,0,0,143.1,623,150,82,76,20,49,1,9,110
88,Bryce Miller,SEA,8,8,4.16,25,25,0,0,141,583,132,71,65,21,35,1,7,128
89,Steven Matz,STL,7,7,4.05,28,20,0,1,116.1,490,114,57,52,15,35,1,4,110
90,Gavin Williams,CLE,8,8,3.96,26,26,0,0,144,605,124,69,63,18,57,2,7,147
91,Keaton Winn,SFG,7,8,4.19,28,21,0,1,123.2,524,121,63,58,15,36,1,8,107
92,MacKenzie Gore,WSN,8,9,4.29,26,26,0,0,139.2,597,129,72,67,21,58,1,5,148
93,Reese Olson,DET,7,8,4.31,24,24,0,0,132.1,559,122,69,63,17,49,2,5,127
94,Alex Cobb,SFG,5,5,3.84,16,16,0,0,91,384,91,42,39,9,26,0,3,81
95,Jameson Taillon,CHC,8,8,4.52,26,26,0,0,146,614,146,80,73,24,39,1,5,126
96,Brandon Pfaadt,ARI,8,9,4.33,26,26,0,0,142,592,138,74,68,24,35,1,6,136
97,Trevor Rogers,MIA,6,8,4.2,22,22,0,0,114.2,489,108,58,53,14,41,1,7,115
98,Logan Allen,CLE,8,8,4.12,25,25,0,0,138.2,586,130,69,64,19,50,1,4,131
99,Cristian Javier,HOU,10,7,4.31,28,28,0,0,157,657,133,82,75,26,62,1,7,166
100,Tanner Houck,BOS,8,8,4.28,35,22,1,1,126,541,121,65,60,15,46,2,8,119
101,Edward Cabrera,MIA,8,9,4.05,25,25,0,0,130.2,564,110,64,59,16,66,0,8,142
102,Ryan Pepiot,TBR,9,7,3.99,28,24,0,0,136,569,118,66,60,21,46,1,8,136
103,Kyle Bradish,BAL,7,5,3.71,18,18,0,0,102.1,426,92,46,42,12,32,0,5,100
104,Kyle Hendricks,CHC,8,8,4.58,25,25,0,0,139.2,594,149,77,71,21,34,1,6,99
105,Michael Wacha,KCR,8,7,4.44,24,24,0,0,133.1,564,133,71,66,20,40,0,5,112
106,Jordan Hicks,SFG,6,6,3.81,36,15,0,2,97.2,421,85,45,41,9,46,1,6,107
107,Martín Pérez,PIT,8,9,4.52,26,26,0,0,151,660,161,82,76,19,56,1,6,107
108,Edwin Díaz,NYM,3,2,2.73,60,0,33,1,61.2,247,44,20,19,6,21,1,4,96
109,Shane Baz,TBR,5,4,3.83,20,16,0,1,83.2,346,73,39,36,11,27,1,4,90
110,Jakob Junis,MIL,5,6,4.42,29,16,0,1,108.1,459,110,58,53,17,30,1,5,104
111,Louie Varland,MIN,7,7,4.14,35,18,0,0,122.1,513,119,61,56,17,35,2,4,119
112,Andrew Heaney,TEX,7,7,4.4,27,24,0,0,124.2,531,118,66,61,21,44,0,8,130
113,Dean Kremer,BAL,9,8,4.33,27,27,0,0,157,667,155,82,75,23,50,1,6,135
114,JP Sears,OAK,8,11,4.35,28,28,0,0,161.1,679,153,85,78,26,50,2,10,147
115,Jack Flaherty,DET,7,9,4.49,25,25,0,0,136.2,596,133,74,68,18,57,1,9,134
116,Zack Littell,TBR,7,6,4.4,30,21,0,0,128,538,130,68,63,20,32,2,5,105
117,Max Scherzer,TEX,5,3,3.89,13,12,0,0,71,290,62,33,31,12,19,0,3,80
118,Tyler Anderson,LAA,8,8,4.74,26,26,0,0,151.1,649,153,87,80,24,52,1,6,121
119,Luis Severino,NYM,6,7,4.59,23,23,0,0,119.2,510,116,66,61,19,41,1,6,112
120,Colin Rea,,7,8,4.63,30,23,0,0,130.1,552,128,73,67,22,40,1,5,112
121,Mike Clevinger,,7,8,4.66,22,21,0,0,114.2,488,113,65,59,18,37,0,6,97
122,Wade Miley,MIL,8,7,4.22,23,23,0,0,127.1,545,128,65,60,18,43,0,5,89
123,Paul Blackburn,OAK,6,8,4.51,24,24,0,0,132,572,138,72,66,17,46,1,5,110
124,Bryce Elder,ATL,8,6,4.43,24,23,0,0,130,562,131,70,64,16,48,1,6,101
125,Aaron Ashby,MIL,4,5,3.87,33,10,0,2,77.1,332,69,36,33,8,35,1,4,86
126,Chase Silseth,LAA,7,7,4.36,27,21,0,1,114.1,491,106,60,55,16,48,0,5,113
127,Nick Martinez,CIN,5,5,4.33,41,14,2,3,104.2,452,104,55,50,15,40,1,4,98
128,Jhoan Duran,MIN,4,3,2.82,61,0,33,2,64,261,50,22,20,5,22,3,3,85
129,Adrian Houser,NYM,7,7,4.49,30,21,0,1,121.1,526,124,66,60,15,46,1,4,91
130,Jordan Wicks,CHC,7,6,4.4,23,21,0,0,110,468,109,58,54,15,37,1,3,92
131,Pete Fairbanks,TBR,3,3,2.87,54,0,29,3,53.2,217,39,19,17,5,20,1,3,74
132,David Bednar,PIT,3,3,3.24,61,0,31,2,63.2,261,53,25,23,6,21,2,2,76
133,Paul Skenes,PIT,3,3,4.19,10,10,0,0,55,229,49,28,26,6,20,0,0,54
134,Cal Quantrill,COL,7,10,5.36,26,26,0,0,149.1,661,171,97,89,24,48,0,9,94
135,José Alvarado,PHI,3,3,3.09,63,0,23,8,63,264,49,24,22,5,30,2,2,86
136,Kyle Freeland,COL,7,11,5.41,28,28,0,0,159.2,706,190,104,96,28,48,1,7,104
137,John Means,BAL,6,6,4.18,24,19,0,0,109,448,103,55,51,18,25,1,4,86
138,Emmanuel Clase,CLE,4,4,2.94,65,0,35,1,66,266,58,23,22,5,15,2,2,65
139,Tanner Scott,MIA,4,3,3.19,66,0,26,5,66.2,279,52,26,24,5,29,2,4,88
140,Ryan Feltner,COL,5,8,5.42,20,20,0,0,101.2,451,107,66,61,16,45,0,5,85
141,Erick Fedde,CHW,7,10,4.92,26,26,0,0,141.1,608,144,84,77,23,49,2,5,115
142,Anthony DeSclafani,MIN,6,7,4.6,30,19,0,1,112.1,475,116,62,57,17,29,1,4,91
143,James Paxton,LAD,6,4,4.29,18,15,0,0,79.1,335,74,41,38,13,28,0,2,83
144,Tristan Beck,SFG,5,6,4.53,30,14,1,2,103.2,444,106,57,52,14,33,2,4,84
145,Devin Williams,MIL,5,3,2.83,62,0,33,2,62.1,256,43,21,20,5,29,1,2,89
146,Robert Gasser,MIL,5,4,4.48,22,15,0,1,86,370,83,47,43,12,32,0,5,83
147,Ross Stripling,OAK,5,7,4.36,30,21,0,1,124.2,521,127,66,60,20,29,1,4,99
148,Randy Vásquez,SDP,5,6,4.2,21,18,0,0,102.2,443,96,52,48,14,42,1,7,88
149,A.J. Minter,ATL,4,3,3.46,63,0,5,18,61.1,252,52,26,24,6,20,1,2,76
150,Domingo Germán,,5,5,4.41,17,15,0,0,86,359,80,46,42,14,26,1,4,81
151,Austin Gomber,COL,7,10,5.44,26,26,0,0,138.1,608,158,91,84,25,44,2,4,96
152,Garrett Whitlock,BOS,5,4,3.93,56,4,2,11,83.1,345,81,40,36,11,19,1,3,84
153,Emmet Sheehan,LAD,6,5,4.36,32,16,0,1,98.2,416,82,52,48,15,42,1,4,109
154,Clayton Kershaw,LAD,4,3,3.75,10,10,0,0,57,234,51,26,24,8,17,0,2,57
155,Matt Manning,DET,6,7,4.55,23,21,0,0,108.2,463,108,60,55,15,35,0,5,80
156,Max Meyer,MIA,4,5,4.41,16,15,0,0,77.1,331,75,41,38,10,29,1,3,71
157,Alek Manoah,TOR,7,8,4.54,23,21,0,0,119.1,516,110,65,60,17,50,1,10,108
158,David Peterson,NYM,4,4,4.08,26,12,0,1,73.2,318,69,36,33,9,32,1,4,80
159,Ryan Helsley,STL,4,3,3.13,57,0,26,4,60.2,249,45,23,21,6,26,1,2,79
160,Andrés Muñoz,SEA,4,4,2.95,57,0,26,4,57.2,236,44,21,19,5,21,2,3,77
161,Michael Soroka,CHW,5,7,4.62,24,20,0,0,109,465,106,61,56,16,36,1,7,94
162,Camilo Doval,SFG,4,4,3.29,62,0,31,2,63.1,266,52,25,23,5,27,3,4,77
163,Bailey Falter,PIT,5,7,4.68,38,15,0,0,102.2,437,108,58,53,17,28,1,3,80
164,Javier Assad,CHC,5,5,4.29,38,14,0,3,102.1,443,102,53,49,13,39,1,4,86
165,Jake Irvin,WSN,5,7,4.87,23,23,0,0,121.2,529,122,71,66,19,47,1,7,97
166,Matt Brash,SEA,4,3,3.29,58,0,11,15,59.2,251,48,24,22,5,27,1,3,82
167,Josiah Gray,WSN,8,11,4.91,28,28,0,0,159.2,697,153,95,87,29,72,2,8,147
168,Zack Greinke,,4,6,4.68,18,18,0,0,98.2,418,108,56,51,16,21,0,3,67
169,Jacob deGrom,TEX,2,1,2.99,5,5,0,0,25.2,99,19,9,9,3,5,0,1,35
170,Casey Mize,DET,5,6,4.49,18,18,0,0,98,416,98,53,49,14,29,1,5,76
171,Bryan Abreu,HOU,3,2,3.03,61,0,3,17,64,265,48,23,22,6,28,1,4,86
172,Trevor Megill,MIL,3,2,3.91,53,0,2,9,57,239,51,27,25,7,22,1,2,73
173,Jhony Brito,SDP,6,6,4.16,38,13,0,1,95.1,403,93,48,44,13,29,1,4,77
174,Mason Miller,OAK,3,3,3.4,51,2,12,8,61.2,254,46,25,23,6,26,1,3,79
175,Matt Strahm,PHI,5,4,3.65,59,1,1,9,65.1,268,56,29,27,9,19,2,3,77
176,Josh Hader,HOU,3,3,3.08,60,0,34,2,59,243,42,22,20,7,26,1,3,85
177,Alex Wood,OAK,6,8,4.49,25,20,0,0,115.2,498,115,63,58,15,39,1,9,95
178,Michael Lorenzen,,6,7,4.64,22,19,0,0,108.2,466,108,61,56,16,39,0,4,86
179,Aroldis Chapman,PIT,4,4,3.33,58,0,4,14,58,246,41,23,21,5,35,1,2,87
180,Yuki Matsui,SDP,3,2,3.54,60,0,12,11,60.2,254,49,26,24,6,26,0,2,77
181,A.J. Puk,MIA,5,4,3.71,59,1,6,12,62.2,261,56,28,26,8,20,2,4,75
182,Reynaldo López,ATL,5,4,3.71,58,2,3,13,69.2,289,61,31,29,9,25,1,2,80
183,Patrick Corbin,WSN,8,13,5.2,28,28,0,0,158.1,697,180,100,92,28,52,1,5,115
184,Daniel Lynch IV,KCR,5,6,4.89,23,16,0,0,90,391,95,53,49,14,32,1,3,72
185,Marco Gonzales,PIT,7,9,4.82,26,21,0,0,129.1,559,140,75,69,19,40,1,4,83
186,Quinn Priester,PIT,4,5,4.8,22,13,0,0,78,341,79,45,42,10,32,1,4,63
187,Raisel Iglesias,ATL,4,4,3.33,59,0,31,2,60.1,245,52,24,22,8,16,1,2,72
188,Jeffrey Springs,TBR,3,2,3.54,13,6,0,0,39,158,33,17,15,5,11,0,1,44
189,Clay Holmes,NYY,4,3,3.32,61,0,29,4,63,264,54,25,23,5,23,1,4,66
190,Drew Thorpe,SDP,4,3,4.05,11,10,0,0,56,235,52,27,25,8,19,1,2,52
191,Chris Martin,BOS,4,3,3.42,59,0,3,16,58,238,57,24,22,6,11,2,2,57
192,Ryan Pressly,HOU,4,3,3.39,60,0,5,16,61.2,250,53,25,23,7,17,1,2,68
193,Luis Medina,OAK,5,9,4.72,23,23,0,0,122.1,541,115,70,64,15,64,2,7,114
194,Caleb Ferguson,NYY,4,3,3.49,57,1,1,13,55.1,235,48,23,21,5,22,1,4,63
195,Drew Rasmussen,TBR,3,2,3.34,20,5,0,1,41.2,169,36,17,15,4,11,0,1,41
196,Dakota Hudson,COL,6,8,5.34,25,21,0,0,117.1,532,135,76,70,15,49,1,7,66
197,JoJo Romero,STL,4,3,3.68,50,0,3,9,53.2,223,47,24,22,5,19,1,2,59
198,Joe Kelly,LAD,3,3,3.73,54,0,2,14,53.2,226,44,24,22,5,24,1,3,70
199,Hunter Harvey,WSN,3,3,3.55,58,0,13,13,60,245,52,26,24,7,17,1,2,67
200,Jordan Romano,TOR,4,4,3.4,57,0,31,1,59,244,49,24,22,7,21,2,3,69
201,Shawn Armstrong,TBR,2,2,3.63,56,1,1,10,62.1,258,57,27,25,7,18,1,3,65
202,Aaron Bummer,ATL,4,3,3.79,58,0,1,14,57.2,247,49,26,24,4,27,2,3,69
203,Evan Phillips,LAD,4,3,3.21,60,0,28,4,61.2,251,50,24,22,7,19,2,3,69
204,Sawyer Gipson-Long,DET,4,4,4.26,27,9,0,1,64,269,62,33,30,9,19,1,2,63
205,Brusdar Graterol,LAD,3,2,3.26,60,0,5,16,61,252,57,24,22,5,15,2,3,50
206,Ricky Tiedemann,TOR,2,4,4.02,13,8,0,0,47.1,202,41,23,21,6,21,0,2,53
207,Jason Adam,TBR,3,3,3.3,56,0,11,15,56.2,231,43,23,21,7,19,1,5,68
208,Joe Ross,MIL,4,6,4.47,25,12,0,1,79,336,76,43,39,12,27,1,4,71
209,Taylor Rogers,SFG,4,4,3.84,57,0,3,15,56.1,237,49,26,24,6,21,2,4,68
210,Ryan Walker,SFG,4,3,3.68,51,2,0,6,55.2,236,51,25,23,6,21,1,2,64
211,Adbert Alzolay,CHC,3,3,3.57,57,0,27,2,63.2,263,57,28,25,8,18,1,4,69
212,Kevin Ginkel,ARI,4,3,3.58,61,0,5,14,62.2,262,54,27,25,6,24,1,3,69
213,Abner Uribe,MIL,3,2,3.46,58,0,1,14,57.2,248,43,24,22,4,35,0,2,75
214,Alex Vesia,LAD,3,3,3.73,57,0,1,13,55,229,45,25,23,7,22,2,2,70
215,Will Vest,DET,2,2,3.8,58,1,2,12,60,253,56,28,25,6,21,1,2,63
