#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP,InterSD,InterSK,IntraSD
115,Steven Okert,MIN,0,50,49.1,2,2,0,0,11,41,22,7,60,21,10.95,3.74,2.93,1.25,0.224,1.25,0.293,72.00%,4.06,4.06,999,2.4,-1.07,0.66
116,José Soriano,LAA,0,56,59.2,3,4,0,1,15,51,26,6,71,32,10.68,4.8,2.23,0.94,0.228,1.39,0.305,73.10%,3.98,4.09,999,2.32,-0.37,0.53
117,Jesse Chavez,CHW,1,47,50,2,2,1,1,10,48,22,7,51,18,9.23,3.23,2.86,1.2,0.248,1.31,0.304,74.20%,3.96,4.16,741.3,1.95,-0.71,0.73
118,Phil Maton,TBR,0,59,59.2,3,2,0,0,10,52,26,7,66,22,10.03,3.34,3,1.11,0.232,1.25,0.296,72.70%,3.86,4.01,739.5,1.46,-0.48,0.63
119,Kyle Finnegan,WSN,0,65,66.2,4,4,0,19,9,63,30,9,66,25,8.89,3.41,2.61,1.23,0.246,1.32,0.297,73.60%,4.06,4.28,240.3,2.71,-2.33,1.26
120,Jonathan Loáisiga,NYY,0,47,50.2,3,3,0,3,12,48,21,5,41,14,7.29,2.57,2.84,0.97,0.245,1.23,0.285,72.10%,3.74,4.05,662.2,2.29,0.28,0.91
121,Trevor Richards,TOR,1,45,51,2,2,0,0,8,43,24,8,64,23,11.38,4.05,2.81,1.4,0.225,1.29,0.295,72.40%,4.26,4.19,745.2,2.96,-0.68,0.54
122,Luis García,LAA,0,58,59,3,3,0,1,11,57,27,6,56,22,8.56,3.3,2.6,0.98,0.251,1.34,0.307,71.60%,4.05,4.06,999,2.14,-0.73,0.55
123,Joe Mantiply,ARI,0,52,53,3,3,0,0,7,53,24,6,45,14,7.63,2.36,3.23,0.97,0.258,1.27,0.304,70.30%,4,3.85,999,1.5,-1.39,0.71
124,Kyle Hurt,LAD,2,21,31,2,1,1,0,1,26,14,4,38,14,10.85,4.17,2.6,1.04,0.221,1.28,0.294,71.10%,4.03,3.85,609.9,3.27,-1.92,0.89
125,Brennan Bernardino,BOS,1,52,51,2,2,0,0,6,50,23,6,53,20,9.41,3.49,2.7,1.01,0.251,1.36,0.317,72.90%,4,3.98,999,2.57,-0.78,0.63
126,Chris Devenski,TBR,1,46,51,4,3,0,0,9,49,26,8,49,14,8.61,2.52,3.42,1.33,0.25,1.25,0.297,66.80%,4.58,4.25,749.9,2.04,0.08,0.53
127,Carlos Estévez,LAA,0,62,63,3,4,0,18,7,58,30,9,67,27,9.58,3.89,2.47,1.26,0.242,1.36,0.3,72.30%,4.29,4.38,241.6,2.59,-0.15,1.28
128,Tyler Kinley,COL,0,59,58.2,2,3,0,9,11,59,32,9,59,23,9.13,3.46,2.64,1.42,0.259,1.4,0.312,69.10%,4.84,4.58,493,2.99,-0.84,0.86
129,Garrett Cleavinger,TBR,0,44,44.2,2,2,0,0,5,35,18,5,57,21,11.41,4.25,2.69,1.07,0.211,1.25,0.287,75.50%,3.57,3.85,750.7,2.97,-0.53,0.86
130,Jalen Beeks,COL,2,43,49.2,2,3,0,1,6,52,25,7,47,20,8.56,3.65,2.34,1.22,0.264,1.45,0.317,70.80%,4.61,4.45,999,3.48,-0.13,0.46
131,Enyel De Los Santos,SDP,0,61,61.1,4,3,0,0,13,54,27,7,64,24,9.35,3.49,2.68,1.06,0.233,1.27,0.29,72.00%,3.93,4.04,740,1.74,-1.46,0.53
132,Brent Suter,CIN,0,54,59.2,3,3,0,0,7,60,29,8,50,21,7.52,3.24,2.32,1.18,0.259,1.37,0.299,71.20%,4.35,4.49,749.7,2.43,0.13,0.4
133,Robert Suarez,SDP,0,59,60.1,4,4,0,18,10,50,25,8,63,23,9.42,3.4,2.77,1.12,0.221,1.2,0.274,72.50%,3.78,4.03,216.4,1.66,0.71,1.26
134,Andrew Saalfrank,ARI,0,52,51.1,3,2,0,0,14,45,21,4,52,27,9.16,4.73,1.94,0.67,0.233,1.41,0.3,74.40%,3.63,3.85,999,1.91,-1.05,0.79
135,Woo-Suk Go,SDP,0,57,59,3,3,0,4,12,53,27,7,66,29,10.14,4.37,2.32,1.06,0.236,1.38,0.304,73.20%,4.07,4.13,999,4.28,-1.96,0.61
136,Nick Anderson,KCR,0,49,50,3,3,0,2,14,49,24,7,46,15,8.36,2.79,3,1.26,0.253,1.29,0.299,70.50%,4.3,4.25,583,1.82,0.81,0.64
137,Dustin May,LAD,2,15,22.2,2,1,1,0,1,19,9,2,22,8,8.85,2.99,2.96,0.86,0.221,1.15,0.274,71.10%,3.55,3.71,660.8,1.48,0.77,1.16
138,Trevor Gott,OAK,0,58,57.2,2,4,0,3,12,55,27,7,56,20,8.76,3.15,2.78,1.11,0.248,1.31,0.302,69.60%,4.29,4.13,711.6,2.9,-1.98,0.64
139,Nick Robertson,STL,0,34,36,2,1,0,0,2,33,16,4,37,12,9.34,3.07,3.04,1.05,0.242,1.27,0.303,70.50%,4.06,3.83,999,2.21,-1.59,0.87
140,Cionel Pérez,BAL,0,57,54.1,3,3,0,1,13,51,23,4,50,25,8.33,4.1,2.03,0.74,0.245,1.4,0.303,73.40%,3.77,3.97,999,1.74,-1.55,0.68
141,Scott Alexander,OAK,1,48,46.1,4,3,0,1,9,47,20,4,34,13,6.59,2.54,2.6,0.77,0.258,1.29,0.298,69.50%,3.95,3.86,999,2.69,-2.44,0.75
142,Sean Hjelle,SFG,2,30,50.2,3,3,1,0,2,56,27,5,41,19,7.36,3.33,2.21,0.95,0.278,1.49,0.327,67.20%,4.85,4.32,749.3,6.05,-1.59,0.41
143,Alex Faedo,DET,2,33,46.2,2,3,1,0,2,44,22,7,45,15,8.77,2.88,3.05,1.37,0.244,1.25,0.289,70.20%,4.34,4.34,719.2,3.5,-0.47,0.73
144,Michael Grove,LAD,3,27,42.1,2,2,0,0,2,42,22,7,45,13,9.46,2.85,3.32,1.45,0.253,1.3,0.308,69.30%,4.59,4.29,611.4,4.42,-0.9,0.66
145,Mark Leiter Jr.,CHC,0,56,60.2,2,3,0,2,14,54,27,8,68,22,10.01,3.31,3.03,1.18,0.234,1.25,0.296,71.50%,4.04,4.07,736.2,2.27,-1.23,0.63
146,Daniel Hudson,LAD,0,34,33.2,3,3,0,4,5,29,14,4,41,12,10.86,3.17,3.42,1.18,0.227,1.21,0.299,75.20%,3.62,3.73,746.9,1.1,-0.17,0.98
147,Tommy Kahnle,NYY,0,51,51.2,2,3,0,2,14,43,21,7,58,21,10.11,3.65,2.77,1.18,0.222,1.23,0.281,75.00%,3.69,4.12,688.6,1.59,-0.16,0.84
148,James Karinchak,CLE,0,48,47.2,3,3,0,2,11,36,20,6,63,27,11.95,5.1,2.34,1.13,0.205,1.31,0.283,74.60%,3.85,4.08,748,1.23,-0.14,0.64
149,Rafael Montero,HOU,0,55,57,3,3,0,1,12,53,27,7,61,22,9.63,3.52,2.74,1.13,0.244,1.33,0.307,71.10%,4.21,4.07,999,2.04,-0.18,0.44
150,Ethan Small,SFG,1,38,43.1,2,2,0,0,5,41,21,5,44,21,9.16,4.39,2.09,1.08,0.244,1.42,0.302,71.80%,4.32,4.34,999,1.9,-1.18,0.61
151,John Brebbia,CHW,2,56,55.1,3,3,0,16,9,52,26,8,58,19,9.5,3.04,3.12,1.38,0.244,1.28,0.298,72.20%,4.22,4.25,390.6,2.91,-1.41,1.16
152,John King,STL,0,44,49.2,3,3,0,1,11,55,22,4,32,15,5.84,2.63,2.22,0.75,0.277,1.41,0.314,72.00%,3.95,4.01,999,2.98,-1.72,0.73
153,Bennett Sousa,HOU,0,48,50,3,2,0,0,6,46,24,6,51,20,9.1,3.57,2.55,1.16,0.243,1.33,0.298,70.60%,4.29,4.2,999,2.32,-2.63,0.48
154,Zach Jackson,OAK,0,42,42.1,2,3,0,1,9,35,18,4,51,24,10.97,5.2,2.11,0.91,0.224,1.42,0.305,73.70%,3.95,3.98,999,1.75,-0.46,0.67
155,JT Brubaker,PIT,3,18,27.2,1,2,1,0,0,27,13,4,27,9,8.75,3.04,2.88,1.2,0.25,1.3,0.301,70.10%,4.31,4.23,999,1.67,-0.56,0.93
156,Victor González,NYY,0,46,46.1,3,3,0,0,8,42,20,5,44,18,8.57,3.44,2.49,0.9,0.239,1.29,0.293,70.70%,3.95,3.98,999,1.77,-0.96,0.69
157,Blake Treinen,LAD,0,45,45.1,3,2,0,1,8,42,20,6,46,16,9.05,3.17,2.86,1.14,0.243,1.28,0.298,72.50%,3.97,4.07,730.1,1.02,0.89,0.72
158,Scott McGough,ARI,0,52,54.2,2,4,0,3,10,49,26,8,62,22,10.17,3.66,2.78,1.26,0.236,1.3,0.299,71.80%,4.2,4.16,749.6,3.03,-1.3,0.59
159,Bryan Hudson,MIL,0,28,31,2,1,0,0,1,28,14,3,34,14,9.72,3.96,2.46,0.94,0.234,1.33,0.301,71.60%,3.99,3.95,999,1.82,-1.12,0.88
160,Jake Latz,TEX,0,32,37,1,2,0,0,2,34,17,5,40,16,9.84,3.99,2.46,1.2,0.24,1.36,0.303,73.10%,4.17,4.24,999,2.48,-0.24,0.79
161,Lucas Erceg,OAK,0,62,66,3,4,0,4,13,57,31,5,77,39,10.51,5.3,1.98,0.75,0.23,1.45,0.311,71.10%,4.16,3.98,567.6,6.46,-0.64,0.67
162,Anthony Bender,MIA,0,49,48,2,3,0,3,9,43,21,6,49,18,9.19,3.42,2.69,1.09,0.236,1.28,0.292,72.90%,3.89,4.1,719.7,1.93,-0.58,0.78
163,Dylan Lee,ATL,0,38,38.1,2,1,0,0,7,36,16,5,40,11,9.41,2.59,3.64,1.28,0.245,1.23,0.301,74.80%,3.8,3.95,999,1.55,0.15,0.89
164,Elvis Peguero,MIL,0,47,49.2,3,3,0,1,11,47,23,5,45,19,8.19,3.46,2.37,0.96,0.245,1.33,0.296,70.10%,4.16,4.15,999,2.42,0.01,0.61
165,Eli Morgan,CLE,1,50,58.1,3,3,1,0,9,54,27,9,61,18,9.41,2.73,3.44,1.36,0.243,1.24,0.296,72.00%,4.12,4.15,999,1.49,-0.13,0.56
166,Will Smith,KCR,0,61,60.1,2,4,0,14,10,56,30,9,60,23,9.02,3.39,2.66,1.27,0.244,1.31,0.295,69.40%,4.46,4.32,290.3,2.17,-0.8,1.14
167,Shelby Miller,DET,1,47,51,3,2,1,3,7,44,23,6,53,24,9.4,4.16,2.26,1.12,0.228,1.32,0.283,72.40%,4.07,4.31,521.3,2.75,3.25,0.62
168,John McMillon,KCR,0,51,53.1,3,3,0,2,8,45,26,6,65,33,10.94,5.67,1.93,1.1,0.226,1.48,0.301,71.70%,4.48,4.4,653,3.8,-3.02,0.5
169,Ian Gibaut,CIN,0,55,56.2,3,3,0,1,12,56,28,8,57,24,9,3.74,2.4,1.25,0.253,1.4,0.308,71.90%,4.41,4.46,749.9,1.93,-2.05,0.38
170,Ryan Thompson,ARI,0,52,54,4,2,0,1,11,52,24,6,46,18,7.68,3.05,2.52,0.98,0.248,1.3,0.293,70.90%,4.02,4.17,999,1.4,0.42,0.6
171,Adam Ottavino,NYM,0,61,60,3,4,0,4,15,53,26,7,62,26,9.32,3.89,2.4,1,0.233,1.31,0.293,72.20%,3.96,4.15,624.3,2.56,0.14,0.59
172,Bryan Baker,BAL,0,40,40.2,3,2,0,0,5,36,18,4,44,19,9.7,4.22,2.3,0.98,0.231,1.34,0.295,72.20%,4,4.04,999,1.54,-0.77,0.69
173,Kyle Nelson,ARI,0,47,43.2,3,2,0,0,8,41,20,6,46,17,9.54,3.44,2.77,1.25,0.245,1.32,0.304,73.10%,4.12,4.23,999,1.82,-2.45,0.61
174,Isaiah Campbell,BOS,0,34,36,4,2,0,0,4,36,17,4,36,14,8.98,3.44,2.61,1.04,0.256,1.38,0.317,71.30%,4.23,4.02,999,1.53,0.81,0.63
175,Alex Lange,DET,0,62,63.1,4,4,0,21,6,52,28,6,74,36,10.55,5.11,2.06,0.88,0.221,1.39,0.295,72.90%,3.95,4.09,178.9,1.19,-0.83,1.43
176,Yunior Marte,PHI,0,39,41,1,2,0,0,3,40,21,5,39,17,8.68,3.8,2.28,1.16,0.254,1.41,0.308,69.90%,4.56,4.43,999,2.96,-0.98,0.63
177,Ryne Stanek,,0,52,52.1,3,2,0,0,7,44,23,7,57,25,9.73,4.23,2.3,1.22,0.226,1.31,0.28,74.10%,3.98,4.37,999,1.51,1.13,0.59
178,Daniel Palencia,CHC,0,41,44.2,3,2,0,0,4,40,22,6,49,22,9.98,4.39,2.27,1.14,0.234,1.38,0.298,70.30%,4.41,4.32,748,3.78,-1.17,0.49
179,Drew Rom,STL,3,26,37,2,3,1,0,1,39,20,5,35,15,8.6,3.62,2.37,1.16,0.268,1.46,0.324,69.00%,4.79,4.35,999,4.56,-0.88,0.54
180,Michael Fulmer,,0,33,35.1,2,3,0,1,8,32,16,4,36,14,9.27,3.61,2.57,1.07,0.238,1.31,0.296,72.00%,4.02,4.1,750.1,1.47,1.18,0.83
181,Nick Nelson,PHI,2,17,28.1,2,1,1,0,1,29,15,3,23,13,7.33,4.12,1.78,1.01,0.261,1.48,0.304,68.20%,4.78,4.62,999,1.66,0.44,0.73
182,Lucas Sims,CIN,0,56,54.2,4,3,0,2,17,45,28,8,65,30,10.64,4.88,2.18,1.36,0.222,1.37,0.283,70.60%,4.57,4.75,619.7,1.57,-0.29,0.3
183,Luke Little,CHC,0,35,36.1,2,1,0,0,3,30,15,4,47,21,11.55,5.11,2.26,0.91,0.22,1.39,0.307,75.80%,3.67,3.97,749.9,1.8,-1.14,0.83
184,Nick Ramirez,NYY,0,34,39,2,1,0,0,2,40,17,4,30,11,6.86,2.62,2.62,1.02,0.259,1.31,0.297,71.40%,4.03,4.17,999,1.53,0.41,0.88
185,Tejay Antone,CIN,0,37,38.2,2,2,0,1,6,38,19,5,40,16,9.19,3.7,2.49,1.2,0.251,1.38,0.309,70.60%,4.46,4.32,734.9,1.87,-0.19,0.65
186,Andre Pallante,STL,0,51,58.2,3,2,0,0,10,62,26,5,43,24,6.52,3.62,1.8,0.73,0.266,1.45,0.308,72.20%,4.02,4.19,999,3.36,-1.26,0.66
187,Richard Bleier,WSN,0,34,35.1,1,1,0,0,3,40,17,4,22,8,5.63,2.08,2.71,1.01,0.281,1.36,0.31,68.70%,4.43,4.31,999,1.62,0.41,0.84
188,Phil Bickford,NYM,0,47,49.1,3,3,0,0,4,44,24,7,53,21,9.77,3.88,2.52,1.27,0.234,1.32,0.291,69.70%,4.45,4.36,999,1.96,-1.05,0.48
189,Tanner Banks,CHW,1,47,57.1,3,3,0,1,5,58,27,9,52,16,8.21,2.44,3.36,1.37,0.258,1.28,0.302,72.00%,4.23,4.34,999,1.71,-1.03,0.55
190,Grant Anderson,TEX,0,39,45.2,3,2,0,0,6,44,23,7,45,17,8.85,3.43,2.58,1.32,0.251,1.35,0.301,70.40%,4.51,4.49,999,3.34,-1.75,0.51
191,Joely Rodríguez,BOS,0,37,37.1,1,2,0,0,3,37,18,4,37,16,8.93,3.95,2.26,0.92,0.255,1.43,0.319,70.30%,4.36,4,999,2.65,0,0.69
192,Tyler Alexander,TBR,4,32,54.1,3,3,1,0,3,55,27,9,46,12,7.61,2.05,3.71,1.52,0.26,1.24,0.292,69.40%,4.51,4.55,711.5,2.59,-0.18,0.64
193,Carmen Mlodzinski,PIT,0,47,50.1,3,4,0,1,13,48,22,6,48,22,8.5,3.97,2.14,1.01,0.248,1.4,0.302,73.60%,4.01,4.27,999,0.97,-1.02,0.59
194,Jacob Lopez,TBR,1,18,22.2,1,1,0,0,1,20,10,3,23,8,9.17,3.28,2.79,1.04,0.233,1.25,0.289,71.60%,3.89,4.02,749,1.51,-0.01,1.06
195,Josh Taylor,KCR,0,28,27.2,1,2,0,0,2,27,14,4,31,12,10.05,3.83,2.62,1.2,0.254,1.41,0.324,68.80%,4.71,4.14,999,3.49,-1.8,0.77
196,Aaron Loup,,0,45,44.1,2,3,0,0,7,45,21,5,40,16,8.07,3.2,2.52,1.02,0.259,1.37,0.31,70.80%,4.24,4.18,999,2.2,-1.34,0.67
197,Scott Effross,NYY,0,35,36.1,2,2,0,2,5,35,16,5,34,11,8.46,2.74,3.09,1.17,0.25,1.27,0.299,71.80%,4.05,4.14,739.6,1.21,1.13,0.88
198,Allan Winans,,1,17,23,1,1,1,0,1,23,11,3,21,6,8.28,2.45,3.37,1.15,0.26,1.29,0.31,69.60%,4.28,4.06,746.6,2.26,-0.67,1
199,JT Chargois,MIA,1,54,53.1,2,1,0,1,8,50,24,6,48,21,8.06,3.61,2.23,1.01,0.244,1.34,0.292,71.40%,4.1,4.28,999,1.89,-0.57,0.6
200,Buck Farmer,CIN,0,56,57.2,3,3,0,0,8,54,30,9,58,26,9.11,4.02,2.27,1.45,0.244,1.38,0.29,69.90%,4.75,4.82,750.4,1.67,-0.37,0.33
201,Mitch White,TOR,2,29,41.2,2,2,0,0,2,42,21,6,38,16,8.24,3.54,2.32,1.21,0.256,1.39,0.303,69.70%,4.58,4.46,999,4.67,-0.67,0.61
202,Peter Strzelecki,ARI,0,27,27.1,1,2,0,0,5,25,13,3,29,10,9.46,3.3,2.86,0.93,0.24,1.28,0.305,67.60%,4.25,3.86,999,1.57,0.23,0.93
203,Yency Almonte,CHC,0,45,46.1,2,2,0,0,8,41,22,6,47,21,9.21,4.04,2.28,1.1,0.236,1.34,0.292,70.00%,4.32,4.34,999,2.58,-0.65,0.6
204,Huascar Brazoban,MIA,0,48,51.2,3,2,0,0,9,47,24,6,57,27,9.91,4.65,2.13,1.01,0.239,1.43,0.307,72.90%,4.15,4.24,999,2.88,-1.74,0.51
205,Beau Brieske,DET,2,40,49.2,2,3,1,0,6,48,23,7,43,16,7.85,2.89,2.71,1.27,0.252,1.3,0.291,71.50%,4.23,4.4,999,1.64,-0.24,0.66
206,Lucas Gilbreath,COL,0,41,39.2,2,2,0,0,6,39,21,5,42,22,9.51,4.96,1.92,1.07,0.254,1.54,0.32,70.10%,4.77,4.5,999,2.05,-0.93,0.53
207,Thyago Vieira,MIL,0,25,28,2,2,0,0,1,25,13,3,31,12,9.86,3.75,2.63,1.08,0.236,1.31,0.301,71.20%,4.12,4.01,999,1.79,-0.51,0.9
208,Jonathan Hernández,TEX,0,48,50.2,2,2,0,1,10,49,25,6,50,25,8.86,4.36,2.03,1.09,0.248,1.44,0.304,71.60%,4.39,4.49,999,3.1,-1.55,0.53
209,J.P. Feyereisen,LAD,0,41,41,3,2,0,1,10,34,16,5,40,17,8.91,3.78,2.36,1.1,0.222,1.24,0.271,75.80%,3.56,4.22,999,4.21,2.47,0.9
210,Anthony Molina,COL,1,21,26.1,1,1,1,0,1,31,14,4,20,7,6.88,2.53,2.71,1.25,0.289,1.46,0.327,68.30%,4.93,4.49,999,2.55,0.03,0.81
211,Ray Kerr,ATL,0,44,45.1,3,3,0,0,4,41,21,6,51,21,10.15,4.25,2.39,1.15,0.239,1.38,0.307,73.20%,4.16,4.19,999,1.89,-0.73,0.5
212,Matt Moore,LAA,0,51,57,3,2,0,1,15,51,26,8,61,24,9.65,3.81,2.53,1.25,0.237,1.33,0.295,74.00%,4.05,4.31,724.3,2.38,0.16,0.48
213,Keynan Middleton,STL,0,45,45.1,2,2,0,1,7,40,20,6,50,19,9.89,3.7,2.68,1.21,0.233,1.29,0.293,73.40%,4,4.17,749.4,2.1,-0.77,0.73
214,Jose Hernandez,PIT,0,38,39,2,2,0,0,4,37,19,6,43,17,9.95,4.02,2.48,1.3,0.244,1.38,0.306,71.50%,4.45,4.37,999,2.26,-0.32,0.65
215,Nate Pearson,TOR,0,33,36.1,3,2,0,0,2,31,17,5,40,16,9.89,4.06,2.44,1.28,0.229,1.31,0.285,71.90%,4.24,4.42,733.1,1.78,-0.16,0.69
216,Prelander Berroa,CHW,0,46,50.1,2,2,0,2,7,42,23,6,60,29,10.83,5.13,2.11,1.06,0.222,1.4,0.296,72.60%,4.16,4.2,548.1,4.11,-0.48,0.58
217,Wandy Peralta,SDP,0,53,52.1,3,2,0,2,12,46,21,5,49,23,8.46,3.98,2.13,0.93,0.234,1.33,0.285,74.80%,3.66,4.22,734.5,1.96,-0.11,0.79
218,Drew Smith,NYM,0,54,55,3,4,0,1,12,49,26,8,58,23,9.55,3.84,2.49,1.36,0.237,1.33,0.29,72.60%,4.28,4.54,999,1.7,-0.16,0.42
219,Dillon Tate,BAL,0,46,50,2,2,0,1,10,48,23,5,40,15,7.17,2.64,2.72,0.99,0.25,1.26,0.289,68.90%,4.12,4.18,748.4,1.46,0.78,0.79
220,José Cisnero,LAA,0,48,46.2,2,3,0,1,9,44,23,6,50,22,9.76,4.22,2.31,1.24,0.245,1.41,0.307,71.60%,4.45,4.47,999,2.4,-1.24,0.49
221,Adrian Morejon,SDP,2,29,40.2,3,2,0,0,2,40,20,6,38,16,8.36,3.45,2.42,1.22,0.253,1.36,0.3,70.70%,4.41,4.4,745.1,1.9,-0.52,0.6
222,Wilmer Flores,DET,2,11,16.1,1,1,1,0,0,16,8,2,14,5,7.82,2.88,2.71,1.02,0.255,1.31,0.302,68.90%,4.28,4.12,999,1.16,-0.79,1.11
223,Taylor Clarke,MIL,0,48,51,3,3,0,1,9,51,26,9,53,18,9.36,3.12,3.01,1.52,0.256,1.34,0.309,71.20%,4.59,4.52,999,3.61,-0.56,0.42
224,Manuel Rodríguez,TBR,0,28,28.1,2,1,0,3,4,26,13,3,29,13,9.2,4.17,2.21,0.94,0.239,1.38,0.301,72.50%,4.01,4.11,999,1.06,0.74,0.91
225,Connor Brogdon,PHI,0,43,44.2,3,2,0,0,5,42,21,7,45,17,9.05,3.34,2.71,1.34,0.246,1.32,0.296,72.10%,4.28,4.4,999,1.22,-0.27,0.59
226,Tim Herrin,CLE,0,27,29.2,2,1,0,0,1,27,13,3,31,13,9.48,3.98,2.38,0.92,0.238,1.35,0.303,72.60%,3.91,3.94,999,1.82,-0.81,0.88
227,Shintaro Fujinami,NYM,1,47,52.2,4,4,0,0,8,47,29,6,58,29,9.89,4.92,2.01,1.11,0.235,1.44,0.299,67.20%,4.87,4.49,743.2,4.64,-0.29,0.28
228,Brendan White,DET,0,23,26,1,2,0,0,1,26,12,3,26,9,8.78,3.02,2.91,0.94,0.252,1.31,0.312,68.10%,4.3,3.91,999,2.29,-0.63,0.94
229,Janson Junk,MIL,3,24,38.2,2,3,1,0,1,42,21,6,28,12,6.61,2.84,2.33,1.46,0.27,1.39,0.296,69.30%,4.84,4.93,999,1.74,1,0.64
230,Jovani Moran,MIN,0,14,16,0,0,0,0,4,12,7,1,19,9,10.66,4.92,2.17,0.67,0.209,1.31,0.287,68.30%,4.03,3.58,999,1.8,0.01,1.13
